

network,station id,start_date,end_date, lat,lon,elev,element,state,county,Subwatershed,site_name,site_info_link,cdbs_id,shef_id,gmt_offset,
scan,2121,2007-06-06,2100-01-01,  47.52,-107.13,   2820,Soil Moisture Percent,MT,Garfield,Upper Hell Creek,Jordan,http://www.wcc.nrcs.usda.gov/nwcc/site?sitenum=2121,SC2121  ,JRDM8,7.0,
scan,581,2006-10-22,2100-01-01,  47.21,-105.19,   2871,Soil Moisture Percent,MT,Dawson,Headwaters Upper Sevenmile Creek,Lindsay,http://www.wcc.nrcs.usda.gov/nwcc/site?sitenum=581,04B02S  ,LDSM8,7.0,
scan,2119,2006-10-21,2100-01-01,  47.06,-109.95,   4256,Soil Moisture Percent,MT,Judith Basin,Town of Moccasin,Moccasin,http://www.wcc.nrcs.usda.gov/nwcc/site?sitenum=2119,SC2119  ,MSCM8,7.0,
scan,2120,2006-10-24,2100-01-01,  47.77,-104.25,   2274,Soil Moisture Percent,MT,Richland,First Hay Creek,Sidney,http://www.wcc.nrcs.usda.gov/nwcc/site?sitenum=2120,SC2120  ,SISM8,7.0,
scan,808,2006-10-25,2100-01-01,  45.80,-111.59,   4474,Soil Moisture Percent,MT,Gallatin,City of Three Forks-Madison River,Table Mountain,http://www.wcc.nrcs.usda.gov/nwcc/site?sitenum=808,11D26S  ,TABM8,7.0,
scan,2118,2006-10-20,2100-01-01,  48.44,-111.18,   3225,Soil Moisture Percent,MT,Liberty,Lower Eagle Creek,Violett,http://www.wcc.nrcs.usda.gov/nwcc/site?sitenum=2118,SC2118  ,VIOM8,7.0,
scan,2008,1997-04-23,2100-01-01,  35.87, -76.65,     20,Soil Moisture Percent,NC,Washington,Headwaters Kendrick Creek,Tidewater #1,http://www.wcc.nrcs.usda.gov/nwcc/site?sitenum=2008,SC2008  ,TIDN7,5.0,
scan,2020,1997-05-14,2100-01-01,  46.77,-100.92,   1930,Soil Moisture Percent,ND,Morton,North Branch Little Heart River,Mandan #1,http://www.wcc.nrcs.usda.gov/nwcc/site?sitenum=2020,SC2020  ,MNDN8,6.0,
scan,2111,2005-10-26,2100-01-01,  40.37,-101.72,   3341,Soil Moisture Percent,NE,Chase,Old Baldy Mountain,Johnson Farm,http://www.wcc.nrcs.usda.gov/nwcc/site?sitenum=2111,SC2111  ,JOFN1,7.0,
scan,2001,1996-10-11,2100-01-01,  40.85, -96.47,   1215,Soil Moisture Percent,NE,Lancaster,Camp Creek,Rogers Farm #1,http://www.wcc.nrcs.usda.gov/nwcc/site?sitenum=2001,SC2001  ,ROFN1,6.0,
scan,2069,2002-09-26,2100-01-01,  43.93, -71.72,   1480,Soil Moisture Percent,NH,Grafton,Mill Brook-Pemigewasset River,Hubbard Brook,http://www.wcc.nrcs.usda.gov/nwcc/site?sitenum=2069,SC2069  ,HUBN3,5.0,
scan,2043,1998-08-03,2100-01-01,  43.78, -72.03,   1400,Soil Moisture Percent,NH,Grafton,Canaan Street Lake-Mascoma River,Mascoma River,http://www.wcc.nrcs.usda.gov/nwcc/site?sitenum=2043,SC2043  ,MSRN3,5.0,
scan,2015,1997-03-16,2100-01-01,  34.25,-105.42,   6175,Soil Moisture Percent,NM,Lincoln,Rattlesnake Hill-Cola de Gallo River,Adams Ranch #1,http://www.wcc.nrcs.usda.gov/nwcc/site?sitenum=2015,SC2015  ,ADRN5,7.0,
scan,2172,2010-03-10,2100-01-01,  36.09,-106.06,   5693,Soil Moisture Percent,NM,Rio Arriba,Rio Chama-Rio Grande,Alcalde,http://www.wcc.nrcs.usda.gov/nwcc/site?sitenum=2172,SC2172  ,ALDN5,7.0,
scan,2107,2005-03-12,2100-01-01,  33.54,-103.24,   4055,Soil Moisture Percent,NM,Lea,120800010103,Crossroads,http://www.wcc.nrcs.usda.gov/nwcc/site?sitenum=2107,SC2107  ,CRDN5,7.0,
scan,2168,2009-10-19,2100-01-01,  32.56,-106.70,   4360,Soil Moisture Percent,NM,Dona Ana,Burke Spring,Jornada Exp Range,http://www.wcc.nrcs.usda.gov/nwcc/site?sitenum=2168,SC2168  ,JERN5,7.0,
scan,2169,2009-10-20,2100-01-01,  34.77,-106.76,   4846,Soil Moisture Percent,NM,Valencia,Town of Chavez-Rio Grande,Los Lunas PMC,http://www.wcc.nrcs.usda.gov/nwcc/site?sitenum=2169,SC2169  ,LNAN5,7.0,
scan,2171,2010-03-09,2100-01-01,  34.36,-106.69,   5233,Soil Moisture Percent,NM,Socorro,Bootleg Canyon,Sevilleta,http://www.wcc.nrcs.usda.gov/nwcc/site?sitenum=2171,SC2171  ,SEVN5,7.0,
scan,2108,2005-03-12,2100-01-01,  33.53,-103.63,   4537,Soil Moisture Percent,NM,Lea,Copper Ranch,Willow Wells,http://www.wcc.nrcs.usda.gov/nwcc/site?sitenum=2108,SC2108  ,WILN5,7.0,
scan,2216,2014-10-24,2100-01-01,  40.88,-119.95,   3925,Soil Moisture Percent,NV,Washoe,Buckhorn Reservoir,Buckhorn,http://www.wcc.nrcs.usda.gov/nwcc/site?sitenum=2216,SC2216  ,BUCN2,8.0,
scan,2145,2007-10-28,2100-01-01,  36.37,-115.82,   6683,Soil Moisture Percent,NV,Clark,Upper Wheeler Wash,Charkiln,http://www.wcc.nrcs.usda.gov/nwcc/site?sitenum=2145,SC2145  ,CHAN2,8.0,
scan,2143,2007-10-26,2015-07-30,  36.66,-115.20,   9870,Soil Moisture Percent,NV,Clark,White Sage Flat,Hayford Peak,http://www.wcc.nrcs.usda.gov/nwcc/site?sitenum=2143,SC2143  ,WYPN2,8.0,
scan,2141,2007-10-23,2100-01-01,  36.27,-115.61,   7046,Soil Moisture Percent,NV,Clark,Kyle Canyon,Kyle Canyon,http://www.wcc.nrcs.usda.gov/nwcc/site?sitenum=2141,SC2141  ,KCYN2,8.0,
scan,2146,2007-10-29,2100-01-01,  36.17,-115.61,   6582,Soil Moisture Percent,NV,Clark,Wild Rose Spring,Lovell Summit,http://www.wcc.nrcs.usda.gov/nwcc/site?sitenum=2146,SC2146  ,LSMN2,8.0,
scan,2116,2006-09-26,2100-01-01,  40.09,-118.49,   3934,Soil Moisture Percent,NV,Pershing,City of Lovelock-Humboldt River,Lovelock NNR,http://www.wcc.nrcs.usda.gov/nwcc/site?sitenum=2116,SC2116  ,LUVN2,8.0,
scan,2144,2007-10-27,2100-01-01,  36.57,-115.20,   6780,Soil Moisture Percent,NV,Clark,Horse Canyon,Pine Nut,http://www.wcc.nrcs.usda.gov/nwcc/site?sitenum=2144,SC2144  ,NUTN2,8.0,
scan,2229,2019-08-29,2100-01-01,  40.64,-115.23,   6000,Soil Moisture Percent,NV,Elko,Upper Withington Creek,Ruby,http://www.wcc.nrcs.usda.gov/nwcc/site?sitenum=2229,        ,RBYN2,8.0,
scan,2142,2007-10-28,2100-01-01,  36.37,-115.78,   7846,Soil Moisture Percent,NV,Clark,Upper Wheeler Wash,Trough Springs,http://www.wcc.nrcs.usda.gov/nwcc/site?sitenum=2142,SC2142  ,TRUN2,8.0,
scan,2011,1997-04-15,2100-01-01,  42.88, -77.03,    725,Soil Moisture Percent,NY,Ontario,Castle Creek-Seneca Lake,Geneva #1,http://www.wcc.nrcs.usda.gov/nwcc/site?sitenum=2011,SC2011  ,GVAN6,5.0,
scan,2014,1997-04-18,2100-01-01,  39.95, -83.45,   1060,Soil Moisture Percent,OH,Madison,Richmond Ditch-Deer Creek,Molly Caren #1,http://www.wcc.nrcs.usda.gov/nwcc/site?sitenum=2014,SC2014  ,MOLO1,5.0,
scan,2073,2003-11-20,2100-01-01,  41.80, -81.08,    670,Soil Moisture Percent,OH,Lake,Arcola Creek,Sunleaf Nursery,http://www.wcc.nrcs.usda.gov/nwcc/site?sitenum=2073,SC2073  ,SLFO1,5.0,
scan,2022,1998-11-10,2100-01-01,  35.55, -98.02,   1400,Soil Moisture Percent,OK,Canadian,Target Creek-North Canadian River,Fort Reno #1,http://www.wcc.nrcs.usda.gov/nwcc/site?sitenum=2022,SC2022  ,FTRO2,6.0,
scan,2074,2003-06-17,2100-01-01,  42.02,-121.39,   4092,Soil Moisture Percent,OR,Klamath,Mills Creek-Tule Lake Valley,Lynhart Ranch,http://www.wcc.nrcs.usda.gov/nwcc/site?sitenum=2074,SC2074  ,LYNO3,8.0,
scan,2028,1999-04-27,2100-01-01,  40.67, -76.67,    730,Soil Moisture Percent,PA,Northumberland,Upper Mahantango Creek,Mahantango Ck,http://www.wcc.nrcs.usda.gov/nwcc/site?sitenum=2028,SC2028  ,MHCP1,5.0,
scan,2036,1999-11-04,2100-01-01,  40.72, -77.93,   1220,Soil Moisture Percent,PA,Centre,Spruce Creek-Little Juniata River,Rock Springs Pa,http://www.wcc.nrcs.usda.gov/nwcc/site?sitenum=2036,SC2036  ,RSPP1,5.0,
scan,2067,2002-06-04,2100-01-01,  17.97, -66.87,    541,Soil Moisture Percent,PR,Guanica,Coastal Watersheds East of Rio Loco mouth,Bosque Seco,http://www.wcc.nrcs.usda.gov/nwcc/site?sitenum=2067,SC2067  ,BOSP4,4.0,
scan,2066,2002-06-04,2100-01-01,  17.98, -67.17,     33,Soil Moisture Percent,PR,Cabo Rojo,Coastal Watersheds South of Valle de Lajas,Combate,http://www.wcc.nrcs.usda.gov/nwcc/site?sitenum=2066,SC2066  ,COBP4,4.0,
scan,2188,2012-09-18,2100-01-01,  18.32, -66.36,    852,Soil Moisture Percent,PR,Corozal,Rio Unibon,Corozal,http://www.wcc.nrcs.usda.gov/nwcc/site?sitenum=2188,SC2188  ,RCLP4,4.0,
scan,2122,2006-11-08,2100-01-01,  18.03, -66.53,     93,Soil Moisture Percent,PR,Juana Diaz,Rio Jacaguas at mouth,Fortuna,http://www.wcc.nrcs.usda.gov/nwcc/site?sitenum=2122,SC2122  ,FORP4,4.0,
scan,2045,2001-05-08,2100-01-01,  18.15, -66.77,   3345,Soil Moisture Percent,PR,Adjuntas,Rio Guilarte at Lago Yahuecas Dam,Guilarte Forest,http://www.wcc.nrcs.usda.gov/nwcc/site?sitenum=2045,SC2045  ,GUIP4,4.0,
scan,2052,2003-08-12,2100-01-01,  18.47, -67.04,     50,Soil Moisture Percent,PR,Isabela,210100020507,Isabela,http://www.wcc.nrcs.usda.gov/nwcc/site?sitenum=2052,SC2052  ,ISAP4,4.0,
scan,15,2001-05-08,2100-01-01,  18.15, -67.00,   2450,Soil Moisture Percent,PR,Mayaguez,Rio Duey,Maricao Forest,http://www.wcc.nrcs.usda.gov/nwcc/site?sitenum=15,SC0015  ,MAFP4,4.0,
scan,2112,2013-12-09,2100-01-01,  18.21, -67.14,     45,Soil Moisture Percent,PR,Mayaguez,Rio Yaguez,Mayaguez TARS,http://www.wcc.nrcs.usda.gov/nwcc/site?sitenum=2112,SC2112  ,MYZP4,4.0,
scan,2037,1999-11-15,2100-01-01,  34.30, -79.73,    120,Soil Moisture Percent,SC,Darlington,Back Swamp,Pee Dee,http://www.wcc.nrcs.usda.gov/nwcc/site?sitenum=2037,SC2037  ,PDDS1,5.0,
scan,2038,1999-11-15,2100-01-01,  32.67, -81.20,     75,Soil Moisture Percent,SC,Hampton,Black Swamp,Youmans Farm,http://www.wcc.nrcs.usda.gov/nwcc/site?sitenum=2038,SC2038  ,YMFS1,5.0,
scan,2072,2003-05-01,2100-01-01,  43.74, -96.61,   1602,Soil Moisture Percent,SD,Minnehaha,Lower West Pipestone Creek,Eros Data Center,http://www.wcc.nrcs.usda.gov/nwcc/site?sitenum=2072,SC2072  ,EROS2,7.0,
scan,2076,2003-06-03,2100-01-01,  35.07, -86.89,    705,Soil Moisture Percent,TN,Giles,Elk River-Kelly Creek,Allen Farms,http://www.wcc.nrcs.usda.gov/nwcc/site?sitenum=2076,SC2076  ,ALFT1,6.0,
scan,2077,2003-06-04,2100-01-01,  35.14, -86.19,   1054,Soil Moisture Percent,TN,Franklin,Beans Creek Lower,Eastview Farm,http://www.wcc.nrcs.usda.gov/nwcc/site?sitenum=2077,SC2077  ,EAST1,6.0,
scan,2075,2003-06-02,2100-01-01,  35.06, -86.59,    913,Soil Moisture Percent,TN,Lincoln,West Fork-Flint River,McAllister Farm,http://www.wcc.nrcs.usda.gov/nwcc/site?sitenum=2075,SC2075  ,MCAT1,6.0,
scan,2207,2014-09-20,2100-01-01,  30.07, -94.29,     19,Soil Moisture Percent,TX,Jefferson,Lower Neches Valley Authority Canal-Taylor Bayou,Beaumont,http://www.wcc.nrcs.usda.gov/nwcc/site?sitenum=2207,SC2207  ,BETT2,6.0,
scan,2006,1996-11-04,2100-01-01,  35.17,-102.10,   3820,Soil Moisture Percent,TX,Randall,Negro Arroyo,Bushland #1,http://www.wcc.nrcs.usda.gov/nwcc/site?sitenum=2006,SC2006  ,BUST2,6.0,
scan,2206,2014-09-16,2100-01-01,  27.55, -97.88,     67,Soil Moisture Percent,TX,Kleberg,Tranquitas Creek,Kingsville,http://www.wcc.nrcs.usda.gov/nwcc/site?sitenum=2206,SC2206  ,KGVT2,6.0,
scan,2201,2014-09-16,2100-01-01,  33.45, -99.87,   1448,Soil Moisture Percent,TX,Knox,Knox City Cemetery-Brazos River,Knox City,http://www.wcc.nrcs.usda.gov/nwcc/site?sitenum=2201,SC2201  ,KNXT2,6.0,
scan,2106,2005-03-12,2100-01-01,  33.63,-102.75,   3767,Soil Moisture Percent,TX,Cochran,120800010301,Lehman,http://www.wcc.nrcs.usda.gov/nwcc/site?sitenum=2106,SC2106  ,LEHT2,6.0,
scan,2105,2005-03-11,2100-01-01,  33.55,-102.37,   3510,Soil Moisture Percent,TX,Hockley,Levelland Municipal Airport-City of Levelland,Levelland,http://www.wcc.nrcs.usda.gov/nwcc/site?sitenum=2105,SC2105  ,LVLT2,6.0,
scan,2228,2018-04-26,2100-01-01,  31.50, -94.76,    245,Soil Moisture Percent,TX,Nacogdoches,Bonaldo Creek-Angelina River,Nacogdoches,http://www.wcc.nrcs.usda.gov/nwcc/site?sitenum=2228,        ,ANFT2,6.0,
scan,2016,1996-10-31,2100-01-01,  30.08, -95.98,    270,Soil Moisture Percent,TX,Waller,Mound Creek-Cypress Creek,Prairie View #1,http://www.wcc.nrcs.usda.gov/nwcc/site?sitenum=2016,SC2016  ,PRVT2,6.0,
scan,2104,2005-03-10,2100-01-01,  33.62,-102.04,   3333,Soil Moisture Percent,TX,Lubbock,120500011203-Smyer Oil Field,Reese Center,http://www.wcc.nrcs.usda.gov/nwcc/site?sitenum=2104,SC2104  ,REET2,6.0,
scan,2199,2014-09-16,2100-01-01,  31.48, -96.88,    539,Soil Moisture Percent,TX,Falls,Pin Oak Creek-Brushy Creek,Riesel,http://www.wcc.nrcs.usda.gov/nwcc/site?sitenum=2199,SC2199  ,RIET2,6.0,
scan,2200,2014-09-16,2100-01-01,  31.55,-100.51,   1970,Soil Moisture Percent,TX,Tom Green,OC Fisher Lake,San Angelo,http://www.wcc.nrcs.usda.gov/nwcc/site?sitenum=2200,SC2200  ,SXXT2,6.0,
scan,2203,2014-09-16,2100-01-01,  32.25, -98.20,   1311,Soil Moisture Percent,TX,Erath,Indian Creek-North Bosque River,Stephenville,http://www.wcc.nrcs.usda.gov/nwcc/site?sitenum=2203,SC2203  ,SPVT2,6.0,
scan,2204,2014-09-17,2100-01-01,  29.22, -99.76,    915,Soil Moisture Percent,TX,Uvalde,Cooks Slough-Leona River,Uvalde,http://www.wcc.nrcs.usda.gov/nwcc/site?sitenum=2204,SC2204  ,VLDT2,6.0,
scan,2202,2014-09-16,2100-01-01,  34.02, -99.25,   1184,Soil Moisture Percent,TX,Wilbarger,Turkey Creek,Vernon,http://www.wcc.nrcs.usda.gov/nwcc/site?sitenum=2202,SC2202  ,VNOT2,6.0,
scan,2205,2014-09-16,2100-01-01,  26.16, -97.96,     57,Soil Moisture Percent,TX,Hidalgo,Upper Pilot Channel-Laguna Madre,Weslaco,http://www.wcc.nrcs.usda.gov/nwcc/site?sitenum=2205,SC2205  ,WCOT2,6.0,
scan,2138,2007-09-17,2100-01-01,  37.67,-109.36,   6445,Soil Moisture Percent,UT,San Juan,Devil Canyon,Alkali Mesa,http://www.wcc.nrcs.usda.gov/nwcc/site?sitenum=2138,SC2138  ,ALKU1,7.0,
scan,2135,2007-09-12,2100-01-01,  41.94,-112.43,   5179,Soil Moisture Percent,UT,Box Elder,Headwaters Blue Creek,Blue Creek,http://www.wcc.nrcs.usda.gov/nwcc/site?sitenum=2135,SC2135  ,BLUU1,7.0,
scan,2151,2009-08-26,2100-01-01,  41.34,-111.19,   6682,Soil Moisture Percent,UT,Rich,Coyote Creek,Buffalo Jump,http://www.wcc.nrcs.usda.gov/nwcc/site?sitenum=2151,SC2151  ,BFJU1,7.0,
scan,2136,2007-09-13,2100-01-01,  41.82,-111.98,   4425,Soil Moisture Percent,UT,Cache,Cutler Reservoir-Bear River,Cache Junction,http://www.wcc.nrcs.usda.gov/nwcc/site?sitenum=2136,SC2136  ,CAJU1,7.0,
scan,2161,2010-04-12,2100-01-01,  37.36,-113.12,   6273,Soil Moisture Percent,UT,Washington,Dry Creek,Cave Valley,http://www.wcc.nrcs.usda.gov/nwcc/site?sitenum=2161,SC2161  ,CAVU1,7.0,
scan,2150,2009-08-25,2100-01-01,  41.33,-111.30,   7649,Soil Moisture Percent,UT,Morgan,Upper Lost Creek,Chicken Ridge,http://www.wcc.nrcs.usda.gov/nwcc/site?sitenum=2150,SC2150  ,CKRU1,7.0,
scan,2125,2007-05-08,2100-01-01,  38.15,-112.25,   6120,Soil Moisture Percent,UT,Piute,Lost Creek,Circleville,http://www.wcc.nrcs.usda.gov/nwcc/site?sitenum=2125,SC2125  ,CLZU1,7.0,
scan,2167,2009-06-16,2100-01-01,  40.17,-113.02,   4314,Soil Moisture Percent,UT,Tooele,Camels Back Ridge,Dugway,http://www.wcc.nrcs.usda.gov/nwcc/site?sitenum=2167,SC2167  ,DGYU1,7.0,
scan,2130,2007-05-14,2100-01-01,  37.78,-109.17,   6837,Soil Moisture Percent,UT,San Juan,Horsehead Canyon,Eastland,http://www.wcc.nrcs.usda.gov/nwcc/site?sitenum=2130,SC2130  ,ELDU1,7.0,
scan,2128,2007-05-11,2100-01-01,  37.63,-113.64,   5250,Soil Moisture Percent,UT,Iron,Newcastle,Enterprise,http://www.wcc.nrcs.usda.gov/nwcc/site?sitenum=2128,SC2128  ,ENPU1,7.0,
scan,2126,2007-05-09,2100-01-01,  39.37,-111.58,   5531,Soil Moisture Percent,UT,Sanpete,Pigeon Creek,Ephraim,http://www.wcc.nrcs.usda.gov/nwcc/site?sitenum=2126,SC2126  ,EPMU1,7.0,
scan,2165,2010-03-01,2100-01-01,  39.99,-114.00,   5487,Soil Moisture Percent,UT,Tooele,West Deep Creek,Goshute,http://www.wcc.nrcs.usda.gov/nwcc/site?sitenum=2165,SC2165  ,GSHU1,7.0,
scan,2152,2009-08-27,2100-01-01,  40.59,-112.39,   4337,Soil Moisture Percent,UT,Tooele,South Willow Creek-Frontal Great Salt Lake,Grantsville,http://www.wcc.nrcs.usda.gov/nwcc/site?sitenum=2152,SC2152  ,GTVU1,7.0,
scan,2131,2005-05-15,2100-01-01,  39.02,-110.16,   4103,Soil Moisture Percent,UT,Emery,Gunnison Valley-Green River,Green River,http://www.wcc.nrcs.usda.gov/nwcc/site?sitenum=2131,SC2131  ,GREU1,7.0,
scan,2160,2010-05-04,2100-01-01,  41.78,-113.82,   5835,Soil Moisture Percent,UT,Box Elder,Kimbell Creek-Grouse Creek,Grouse Creek,http://www.wcc.nrcs.usda.gov/nwcc/site?sitenum=2160,SC2160  ,GRSU1,7.0,
scan,2164,2010-03-09,2100-01-01,  38.59,-113.75,   5260,Soil Moisture Percent,UT,Millard,Cottonwood Wash-Frontal Pine Valley Hardpan,Hals Canyon,http://www.wcc.nrcs.usda.gov/nwcc/site?sitenum=2164,SC2164  ,HALU1,7.0,
scan,2166,2010-03-03,2100-01-01,  38.31,-109.24,   7055,Soil Moisture Percent,UT,San Juan,East Coyote Wash,Harms Way,http://www.wcc.nrcs.usda.gov/nwcc/site?sitenum=2166,SC2166  ,HWYU1,7.0,
scan,2127,2007-05-10,2100-01-01,  39.19,-112.40,   4745,Soil Moisture Percent,UT,Millard,Whiskey Creek,Holden,http://www.wcc.nrcs.usda.gov/nwcc/site?sitenum=2127,SC2127  ,HLDU1,7.0,
scan,2155,2010-01-20,2100-01-01,  40.18,-110.30,   5395,Soil Moisture Percent,UT,Duchesne,Rocky Point-Duchesne River,Little Red Fox,http://www.wcc.nrcs.usda.gov/nwcc/site?sitenum=2155,SC2155  ,LRFU1,7.0,
scan,2156,2010-04-16,2100-01-01,  38.37,-112.64,   6185,Soil Moisture Percent,UT,Beaver,Upper Indian Creek,Manderfield,http://www.wcc.nrcs.usda.gov/nwcc/site?sitenum=2156,SC2156  ,MNDU1,7.0,
scan,2140,2007-09-19,2100-01-01,  37.45,-109.34,   5315,Soil Moisture Percent,UT,San Juan,McCracken Canyon,Mccracken Mesa,http://www.wcc.nrcs.usda.gov/nwcc/site?sitenum=2140,SC2140  ,RACU1,7.0,
scan,2129,2007-05-12,2100-01-01,  38.34,-113.01,   5005,Soil Moisture Percent,UT,Beaver,Pole Canyon-Beaver River,Milford,http://www.wcc.nrcs.usda.gov/nwcc/site?sitenum=2129,SC2129  ,MFRU1,7.0,
scan,2133,2007-05-17,2100-01-01,  41.00,-111.69,   5113,Soil Moisture Percent,UT,Morgan,Outlet East Canyon Creek,Morgan,http://www.wcc.nrcs.usda.gov/nwcc/site?sitenum=2133,SC2133  ,MRGU1,7.0,
scan,2134,2007-09-11,2100-01-01,  40.37,-110.41,   6927,Soil Moisture Percent,UT,Duchesne,Middle Pigeon Water Creek,Mountain Home,http://www.wcc.nrcs.usda.gov/nwcc/site?sitenum=2134,SC2134  ,MHMU1,7.0,
scan,2137,2007-09-14,2100-01-01,  39.65,-111.87,   5245,Soil Moisture Percent,UT,Juab,Fourmile Creek,Nephi,http://www.wcc.nrcs.usda.gov/nwcc/site?sitenum=2137,SC2137  ,NPIU1,7.0,
scan,2157,2010-01-25,2100-01-01,  37.87,-112.43,   6534,Soil Moisture Percent,UT,Garfield,East Bench-Sevier River,Panguitch,http://www.wcc.nrcs.usda.gov/nwcc/site?sitenum=2157,SC2157  ,PNGU1,7.0,
scan,2153,2010-01-14,2100-01-01,  41.77,-113.29,   5098,Soil Moisture Percent,UT,Box Elder,Cotton Creek,Park Valley,http://www.wcc.nrcs.usda.gov/nwcc/site?sitenum=2153,SC2153  ,PVLU1,7.0,
scan,2132,2007-05-16,2100-01-01,  39.53,-110.81,   5637,Soil Moisture Percent,UT,Carbon,Outlet Miller Creek,Price,http://www.wcc.nrcs.usda.gov/nwcc/site?sitenum=2132,SC2132  ,PCEU1,7.0,
scan,2159,2010-01-28,2100-01-01,  37.11,-113.36,   3088,Soil Moisture Percent,UT,Washington,Workman Wash,Sand Hollow,http://www.wcc.nrcs.usda.gov/nwcc/site?sitenum=2159,SC2159  ,SHWU1,7.0,
scan,2154,2010-01-19,2100-01-01,  40.39,-109.35,   4844,Soil Moisture Percent,UT,Uintah,Stewart Lake-Green River,Split Mountain,http://www.wcc.nrcs.usda.gov/nwcc/site?sitenum=2154,SC2154  ,SPMU1,7.0,
scan,2158,2010-04-14,2100-01-01,  37.51,-111.26,   5341,Soil Moisture Percent,UT,Kane,Dry Fork Coyote Gulch,Spooky,http://www.wcc.nrcs.usda.gov/nwcc/site?sitenum=2158,SC2158  ,SPYU1,7.0,
scan,2163,2010-03-08,2100-01-01,  39.24,-113.46,   4592,Soil Moisture Percent,UT,Millard,Marjum Canyon,Tule Valley,http://www.wcc.nrcs.usda.gov/nwcc/site?sitenum=2163,SC2163  ,TULU1,7.0,
scan,2162,2010-04-13,2100-01-01,  37.19,-112.19,   6392,Soil Moisture Percent,UT,Kane,Lower Deer Spring Wash,Vermillion,http://www.wcc.nrcs.usda.gov/nwcc/site?sitenum=2162,SC2162  ,VMLU1,7.0,
scan,2139,2007-09-18,2100-01-01,  38.01,-109.13,   6993,Soil Moisture Percent,UT,San Juan,Iron Spring Canyon-East Canyon,West Summit,http://www.wcc.nrcs.usda.gov/nwcc/site?sitenum=2139,SC2139  ,WSMU1,7.0,
scan,2039,2000-06-08,2100-01-01,  38.23, -78.12,    520,Soil Moisture Percent,VA,Orange,Clear Creek-Pamunkey Creek,N Piedmont Arec,http://www.wcc.nrcs.usda.gov/nwcc/site?sitenum=2039,SC2039  ,NPAV2,5.0,
scan,2089,2004-04-07,2100-01-01,  36.63, -80.13,   1127,Soil Moisture Percent,VA,Patrick,Koger Creek-North Mayo River,Reynolds Homestead,http://www.wcc.nrcs.usda.gov/nwcc/site?sitenum=2089,SC2089  ,REYV2,5.0,
scan,2088,2004-04-06,2100-01-01,  37.92, -79.20,   1763,Soil Moisture Percent,VA,Augusta,Upper South River,Shenandoah,http://www.wcc.nrcs.usda.gov/nwcc/site?sitenum=2088,SC2088  ,SHDV2,5.0,
scan,2040,2000-06-07,2100-01-01,  36.68, -76.77,     80,Soil Moisture Percent,VA,Suffolk,Jones Swamp,Tidewater Arec,http://www.wcc.nrcs.usda.gov/nwcc/site?sitenum=2040,SC2040  ,TDWV2,5.0,
scan,2124,2008-09-17,2015-01-22,  18.35, -64.75,    310,Soil Moisture Percent,VI,St. John,Northern St. John,Cinnamon Bay,http://www.wcc.nrcs.usda.gov/nwcc/site?sitenum=2124,SC2124  ,     ,4.0,
scan,2123,2006-11-14,2100-01-01,  17.72, -64.80,    119,Soil Moisture Percent,VI,St. Croix,Southcentral-west St. Croix,Upper Bethlehem,http://www.wcc.nrcs.usda.gov/nwcc/site?sitenum=2123,SC2123  ,UBEV3,4.0,
scan,2042,2000-09-14,2100-01-01,  43.05, -73.03,   2435,Soil Moisture Percent,VT,Bennington,Warm Brook,Lye Brook,http://www.wcc.nrcs.usda.gov/nwcc/site?sitenum=2042,SC2042  ,LBKV1,4.0,
scan,2041,2000-09-13,2100-01-01,  44.53, -72.83,   2236,Soil Moisture Percent,VT,Chittenden,Headwaters Browns River,Mount Mansfield,http://www.wcc.nrcs.usda.gov/nwcc/site?sitenum=2041,SC2041  ,MMSV1,4.0,
scan,2198,2013-07-24,2100-01-01,  46.78,-117.08,   2727,Soil Moisture Percent,WA,Whitman,Missouri Flat Creek,Cook Farm Field D,http://www.wcc.nrcs.usda.gov/nwcc/site?sitenum=2198,SC2198  ,COOW1,8.0,
scan,2021,1996-11-01,2100-01-01,  47.00,-118.57,   1640,Soil Moisture Percent,WA,Adams,Town of Lind-Lind Coulee,Lind #1,http://www.wcc.nrcs.usda.gov/nwcc/site?sitenum=2021,SC2021  ,LDDW1,8.0,
scan,2196,2013-09-04,2100-01-01,  42.71, -90.39,   1075,Soil Moisture Percent,WI,Lafayette,Pats Creek-Galena River,UW Platteville,http://www.wcc.nrcs.usda.gov/nwcc/site?sitenum=2196,SC2196  ,UWPW3,6.0,
scan,2003,1997-04-23,2100-01-01,  45.47, -88.58,   1580,Soil Moisture Percent,WI,Forest,Otter Creek,Wabeno #1,http://www.wcc.nrcs.usda.gov/nwcc/site?sitenum=2003,SC2003  ,WABW3,6.0,
scan,2018,1997-05-16,2100-01-01,  42.07,-104.13,   4280,Soil Moisture Percent,WY,Goshen,Slater Flats,Torrington #1,http://www.wcc.nrcs.usda.gov/nwcc/site?sitenum=2018,SC2018  ,TRGW4,7.0,



 


